RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
155,Apple,2021,3.74E+11,97495844539,3.44E+11,2.87E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
156,Microsoft,2023,2.06E+11,86913636524,3.59E+11,2.09E+11,79041354940,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
157,Microsoft,2023,2.03E+11,83553286433,3.71E+11,2.16E+11,84806724919,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
158,Apple,2023,3.98E+11,1.02E+11,3.49E+11,3.07E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
159,Tesla,2023,83686134779,14906338380,80269770204,42145439566,17037887325,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
160,Tesla,2023,80903296879,16174726289,78024808678,42462974675,16756062719,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
161,Microsoft,2021,1.67E+11,58866644247,3.01E+11,1.83E+11,59822070682,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
162,Tesla,2023,83784947101,14926449296,78765966560,41199097456,17311972198,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
163,Microsoft,2022,1.95E+11,71003870292,3.20E+11,2.02E+11,69885392216,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
164,Microsoft,2021,1.78E+11,60177869869,2.83E+11,1.75E+11,62407552634,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
165,Microsoft,2021,1.70E+11,61882661106,3.04E+11,1.80E+11,60520019255,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
166,Microsoft,2022,1.96E+11,71992218936,3.22E+11,2.04E+11,74946933507,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
167,Tesla,2022,81972853541,11287033666,81394192543,41149430641,14555975561,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
168,Apple,2022,3.91E+11,1.03E+11,3.59E+11,2.83E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
169,Microsoft,2023,2.22E+11,87558850888,3.48E+11,2.15E+11,85172206413,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
170,Apple,2023,3.89E+11,1.07E+11,3.48E+11,3.09E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
171,Tesla,2022,80057540029,11991325380,81455908485,40497249151,15295499707,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
172,Microsoft,2021,1.76E+11,60416572408,3.08E+11,1.86E+11,59959112048,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
173,Apple,2023,3.68E+11,1.04E+11,3.45E+11,3.18E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
174,Microsoft,2021,1.64E+11,58588199431,3.01E+11,1.81E+11,61647119462,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
175,Microsoft,2023,2.18E+11,83310481866,3.79E+11,2.15E+11,82070378255,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
176,Tesla,2021,56436034424,5945027,62771486711,29925526767,5933204849,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
177,Tesla,2023,81041213575,15401937764,83620519088,41013789974,17769962903,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
178,Apple,2021,3.81E+11,95827677248,3.44E+11,2.90E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
179,Microsoft,2021,1.71E+11,60325532231,3.11E+11,1.68E+11,63138885718,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
180,Tesla,2021,51085948131,5562104,61838678954,30735433521,5779900612,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
181,Apple,2021,3.61E+11,95669342884,3.51E+11,2.91E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
182,Tesla,2022,78386121274,11941295819,79230705908,42747149202,15051907917,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
183,Microsoft,2022,2.03E+11,74689621479,3.45E+11,1.94E+11,73798551926,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
184,Apple,2022,4.10E+11,99030410388,3.50E+11,2.87E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
185,Apple,2021,3.64E+11,91785482159,3.49E+11,2.91E+11,1.02E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
186,Tesla,2021,53838005391,5835139,61604832980,30061040229,6072454587,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
187,Apple,2023,4.08E+11,99582106729,3.62E+11,2.81E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
188,Tesla,2021,52148656464,5545823,60801409965,30981492250,5970559507,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
189,Tesla,2023,83616317442,15223708598,82370866657,43473386478,18271012939,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
190,Apple,2021,3.65E+11,97872788864,3.64E+11,2.93E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
191,Microsoft,2021,1.59E+11,62751204900,3.07E+11,1.77E+11,62486341111,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
192,Microsoft,2021,1.66E+11,61626493338,3.17E+11,1.86E+11,61654140149,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
193,Microsoft,2022,2.05E+11,69396600666,3.39E+11,1.99E+11,72351235963,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
194,Apple,2021,3.81E+11,95022887478,3.40E+11,2.76E+11,98995924010,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
195,Microsoft,2023,2.05E+11,78745024553,3.57E+11,2.02E+11,86140501546,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
196,Tesla,2022,83967613130,11217036940,80336934960,42074585221,15515409818,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
197,Tesla,2021,53967884054,5308483,61721649230,28564609502,6186890993,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
198,Tesla,2022,76291790644,12064764193,86603710283,41660424338,15578703378,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
199,Apple,2021,3.63E+11,95800252486,3.49E+11,2.92E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
200,Microsoft,2022,1.92E+11,74127986086,3.27E+11,1.84E+11,73874270517,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
201,Tesla,2022,82238425483,11976123240,82225236727,43689233162,14758815062,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
202,Apple,2021,3.71E+11,90261676887,3.56E+11,2.87E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
203,Apple,2022,3.88E+11,99993871068,3.57E+11,2.89E+11,1.14E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
204,Tesla,2021,54446579683,5596418,64196895954,29586225837,5808468160,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
205,Tesla,2021,55043062962,5385569,63511528054,29499813376,6336627333,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
206,Tesla,2023,79462946751,14627789655,87450570143,41494967844,17158745157,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
207,Apple,2022,4.25E+11,94295429001,3.46E+11,2.80E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
208,Apple,2022,3.87E+11,1.02E+11,3.38E+11,2.93E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
209,Tesla,2023,77021965071,14136490156,84605350757,42334591335,16179433101,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
210,Apple,2021,3.77E+11,91604409224,3.44E+11,2.82E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
211,Microsoft,2022,1.95E+11,72445095890,3.20E+11,2.00E+11,76795692479,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
212,Microsoft,2022,2.03E+11,74701202429,3.21E+11,2.05E+11,73923443576,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
213,Tesla,2022,82837964206,12027393159,83336108199,40855825183,15076406309,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
214,Tesla,2022,78079318898,12583804128,81248782418,43688718134,14463292622,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
215,Apple,2022,3.88E+11,95677572820,3.53E+11,2.94E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
216,Tesla,2022,84516616131,12069337232,81243088529,42168599037,14931545252,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
217,Tesla,2022,79812139931,11584545823,78306114846,40526260083,15027037390,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
218,Apple,2022,3.76E+11,1.06E+11,3.40E+11,2.95E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
